"artist","album","release_date","tracks","album_type","markets"
"SmokePurpp","Deadstar","2017-09-29",18,"album",65
"Tank","Savage","2017-10-30",10,"album",65
"Terror Jr","Bop 3: The Girl Who Cried Purple","2017-09-29",7,"album",65
"Tetrarch","Freak","2018-08-10",1,"single",65
"The Kindred","Burden EP","2002-08-13",4,"single",65
"Torii Wolf","Flow Riiot","2017-09-29",15,"album",65
"TORRES","Three Futures","2017-09-29",10,"album",65
"Vessels","The Great Distraction","2017-09-29",10,"album",65
"Wolf Alice","Visions of a Life","2017-09-29",12,"album",65
"Curren$y & Lex Luger","The Motivational Speech","2017-09-30",6,"single",65
"WVRM","Can You Hear The Wind Howl","2017-09-30",6,"single",65
"She's Only Sixteen","Whatever That Was","2017-09-17",11,"album",65
"Playing Rapunzel","Hanging By A Hair","2017-10-01",10,"album",65
"Rich Satterfield","This Rearview","2017-09-21",5,"single",65
"Bones","FAILURE","2017-10-02",16,"album",65
"<U+200B>timbr","screensaver","2017-10-03",7,"album",65
"Fort Atlantic","Shadow Shaker Vol. 1","2017-10-16",9,"album",65
"Wolf & Bear","Everything Is Going Grey","2017-10-03",10,"album",65
"Aye Mammoth","Beasts Infernal","2017-10-04",4,"single",65
"Slimmy B","Problem Child","2017-10-09",16,"album",65
"The Vivien Leigh Documentary","Uprooted","2014-02-07",13,"album",65
"Sabrina Claudio","About Time","2017-10-05",12,"album",65
"AJ Tracey","Secure the Bag!","2017-10-06",8,"single",65
"Alex Lahey","I Love You Like a Brother","2017-10-06",10,"album",65
"Antwon","Sunnyvale Gardens","2017-10-06",14,"album",65
"August Burns Red","Phantom Anthem","2017-10-06",11,"album",65
"Bea Miller","Chapter Three: Yellow","2017-10-06",3,"single",65
"Belly","Mumble Rap","2017-10-06",11,"album",65
"Blis.","No One Loves You","2017-10-06",11,"album",65
"Blue Hawaii","Tenderness","1991-04-23",10,"album",65
"CANVAS (UK band)","Worry","2017-06-30",10,"album",65
"Chase Atlantic","Chase Atlantic","2017-10-04",14,"album",65
"Chelsea Cutler","Snow in October EP","2017-10-06",6,"single",65
"Citizen","As You Please","2017-10-06",12,"album",65
"CookBook & Flynn Adam","Best in Class","2010-03-01",2,"single",65
"CRACKHOUSE","Be No One . Be Nothing","2017-10-06",3,"album",65
"Cunninlynguists","Rose Azura Njano","2017-10-06",12,"album",65
"Lapalux","The End Of Industry","2017-10-13",5,"single",65
"Lou The Human","Humaniac","2017-10-13",10,"album",65
"Louis Mattrs","On The Rocks","2017-09-22",13,"album",65
"Mabel","Ivy To Roses","2018-10-05",13,"album",65
"Makthaverskan","Ill","1986-11-15",13,"album",65
"MyChildren MyBride","Vicious World","2017-10-13",12,"album",65
"Marc E. Bassy","Gossip Columns","2017-10-13",16,"album",65
"P.MO","Life Is Good","2018-05-04",12,"album",65
"P!nk","Beautiful Trauma","2017-10-13",13,"album",65
"ROAM","Great Heights & Nosedives","2017-10-13",11,"album",65
"Robert Plant","Carry Fire","2012-06-19",16,"album",65
"SG Tip","NWA: Nigga With Ambition","2017-10-13",10,"album",65
"Sloan Evans","mia","2018-10-11",1,"single",65
"Sorority Noise","Alone","2018-09-04",1,"single",65
"St. Vincent","MASSEDUCTION","2017-10-13",13,"album",65
"Stick To Your Guns","True View","2017-10-13",13,"album",65
"Tech N9ne"," Strange Reign","2017-10-13",20,"album",65
"The Haxans","Party Monsters","2012-10-16",15,"album",65
"Tusks","Dissolve","2016-07-01",1,"single",65
"Wallace","Pole to Pole","2017-10-06",6,"single",65
"William Patrick Corgan","Ogilala","2017-10-13",11,"album",65
"Wretch 32","FR32","2017-10-13",12,"album",65
"Wu-Tang Clan","The Saga Continues","2017-10-13",18,"album",65
"Young Spray","Invisible Tears","2017-10-13",15,"album",65
"TEC & Maine Musik","Retaliation","2008-09-23",15,"album",65
"Aaron Abernathy","Dialogue","2018-10-05",19,"album",65
"BTOB","Brother Act.","2017-10-16",12,"album",65
"HIGHLIGHT","Celebrate","2013-03-22",36,"compilation",65
"Hold Close","I'll Never Go Back","2017-10-17",5,"single",65
"TAEMIN","Move","2005-01-01",12,"album",65
"Maino","Party & Pain","2018-10-17",1,"single",65
"Marqo 2 Fresh","Dancing With the Devil","2018-05-16",2,"single",65
"YBS Skola","Only Hope 2","2017-10-17",17,"album",65
"FBG Duck","Look At Me 2","2018-09-25",5,"single",65
"JBJ","Fantasy","2010-01-01",13,"album",65
"Money Man","Harvest Season","2017-09-28",6,"single",65
"03 Greedo","First Night Out","2017-09-20",13,"album",65
"Beautiful Eulogy","Worthy","2017-02-17",13,"album",65
"Boyz II Men","Under the Streetlight","2017-10-20",10,"album",65
"Bully","Losing","2017-10-20",10,"album",65
"Cheap Trick","Christmas Christmas","2006-01-01",29,"compilation",65
"Chris Young","Losing Sleep","2017-10-20",10,"album",65
"Collapse Under The Empire","The Fallen Ones","2008-04-14",12,"album",65
"Darius Rucker","When Was The Last Time","2017-10-20",13,"album",65
"Destroyer","Ken","2018-06-15",1,"single",65
"EarthGang","Robots","2002-05-13",11,"album",65
"Europe","Walk the Earth","2018-10-26",2,"single",65
"Extrawelt","Fear Of An Extra Planet","2017-10-20",10,"album",65
"Future & Young Thug","Super Slimey","2017-10-20",13,"album",65
"Giraffage","Too Real","2017-10-20",10,"album",65
"Högni","Two Trains","2010-11-16",19,"album",65
"I the Mighty","Where The Mind Wants to Go / Where You Let it Go","2017-10-20",11,"album",65
"Iron Monkey","9-13","2017-02-17",11,"album",65
"Jackie Shane","Any Other Way","2017-10-20",25,"album",65
"Jessie Ware","Glasshouse","2017-10-20",17,"album",65
"KB","Today We Rebel","2017-10-20",14,"album",65
"Kllo","Backwater","2017-10-20",12,"album",65
"Krept & Konan","7 Days","2017-09-29",7,"album",65
"Krept & Konan","7 Nights","2017-10-20",10,"album",65
"Kyle Dixon & Michael Stein","Stranger Things 2 (A Netflix Original Series Soundtrack)","2016-08-19",39,"album",65
"Lindsey Stirling","Warmer in the Winter","2018-10-19",18,"album",65
"Lindstrøm","It's Alright Between Us As It Is","2017-10-20",9,"album",65
"Margo Price","All American Made","2017-10-20",12,"album",65
"Mike Ryan","Blink You'll Miss It","2017-10-20",7,"album",65
"Movements","Feel Something","2017-06-23",12,"album",65
"Nai Palm","Needle Paw","2017-10-20",13,"album",65
"Niall Horan","Flicker","2017-10-20",13,"album",65
"NeXxthursday","Natasha","2018-04-20",1,"single",65
"Noija","Colorblind","2018-02-07",1,"single",65
"nothing,nowhere","Reaper","2017-10-20",9,"album",65
"Riccardo Marcuzzo","Mania","2018-01-19",10,"album",65
"Rob $tone","Don't Wait For It","2017-10-20",15,"album",65
"Rødhåd","Anxious","2018-01-23",6,"single",65
"Shabazz PBG","Pressure","2014-10-21",15,"album",65
"Snoh Aalegra","Feels","2017-10-20",13,"album",65
"Stalley","Another Level","1996-09-09",19,"album",65
"TeeCee4800","Realness Over Millions 2","2017-09-29",16,"album",65
"TRACES","Heart of Gold","2008-10-20",15,"album",65
"Trivium","The Sin And The Sentence","2017-10-20",11,"album",65
"Various Artists","Tegan And Sara Present The Con X: Covers","2017-10-20",18,"compilation",65
"Veil of Maya","False Idol","2017-10-20",13,"album",65
"We Came as Romans","Cold Like War","2017-10-20",10,"album",65
"Young Dolph","Thinking Out Loud","2017-10-20",10,"album",65
"Valipala","Mango City","2017-10-20",6,"single",65
"EPIK HIGH","We've Done Something Wonderful","2017-10-23",11,"album",65
"Project Youngin","Patience","2007-09-25",12,"album",65
"Tyga","Bugatti Raww","2017-10-23",10,"album",65
"4MEN","Remember Me","2011-10-01",10,"album",65
"Eldorado Red","Love x Loyalty","2017-10-25",15,"album",65
"Jay5 & Yakki","Trap Vibes","2017-10-24",9,"album",65
"Rico Nasty","Sugar Trap 2","2017-10-24",14,"album",65
"Aaron Cartier","Aaron Cariter Best Rapper Last Album... Maybe HaHa!!","2017-10-25",24,"album",65
"ALLBLACK","KimSon","2017-10-27",8,"album",65
"Bibio","Phantom Brickworks","2017-11-03",9,"album",65
"Blake Shelton","Texoma Shore","2017-11-03",11,"album",65
"Blitzen Trapper","Wild and Reckless","2017-11-03",12,"album",65
"Cannibal Corpse","Red Before Black","2017-11-03",12,"album",65
"Casper Skulls","Mercy Works","2017-11-03",11,"album",65
"Converge","The Dusk In Us","2017-11-03",13,"album",65
"Dia Frampton","Yule Tunes","2017-11-03",4,"single",65
"Drew Kennedy","At Home in the Big Lonesome","2017-11-03",11,"album",65
"DUCKWRTH","An XTRA UUGLY Mixtape","2017-11-03",13,"album",65
"Emeli Sandé","Kingdom Coming","2017-11-03",6,"single",65
"Grace VanderWaal","Just the Beginning","2017-11-03",12,"album",65
"Guy Sebastian","Conscious","2016-06-24",13,"album",65
"Joji","In Tongues","2018-02-14",16,"album",65
"Kaaris","Dozo","2017-11-03",16,"album",65
"Kelsea Ballerini","Unapologetically","2018-10-26",15,"album",65
"Kid Rock","Sweet Southern Sugar","2017-11-03",10,"album",65
"Klangstof","Everest","2015-09-18",16,"album",65
"Kygo","Kids In Love","2017-11-03",9,"album",65
"Lee Brice","Lee Brice","2017-11-03",15,"album",65
"Like Moths To Flames","Dark Divine","2017-11-03",11,"album",65
"Maroon 5","Red Pill Blues","2018-06-15",16,"album",65
"Moonfall","Empty Cage","2017-11-03",6,"single",65
"My Enemies & I","The Beast Inside","2017-11-03",11,"album",65
"Polaris","The Mortal Coil","2017-11-03",11,"album",65
"Problem","Selfish","2010-06-21",12,"album",65
"PRO TEENS","Philistines","1985-04-06",20,"album",65
"Sam Smith","The Thrill of It All","2017-11-03",14,"album",65
"Shamir","Revelations","2006-06-19",12,"album",65
"Shofu","Trap Ketchum","2017-11-03",15,"album",65
"Sleep On It","Overexposed","2012-01-01",12,"album",65
"Various Artists","NOW That's What I Call Music, Vol. 64","2017-11-03",22,"compilation",65
"Yaeji","EP2","2017-11-03",5,"single",65
"DJ Lucas","Lucas' Mansion III","2017-11-13",22,"album",65
"SEVENTEEN","TEEN, AGE","2017-11-06",13,"album",65
"Super Junior","PLAY","2002-08-08",11,"album",65
"Tennis Elbow","15","2018-09-18",15,"album",65
"88GLAM","88GLAM","2018-04-27",17,"album",65
"Block B","Montage","2017-11-08",5,"single",65
"EXID","Full Moon","2017-10-31",45,"album",65
"MONSTA X","The Code","2005-07-19",14,"album",65
"Vulfpeck","Mr. Finish Line","2017-11-07",10,"album",65
"Blacc Zacc","High Class Trapper","2017-11-08",12,"album",65
"Kim So Hee","The Fillette","2017-11-08",6,"single",65
"PANGS","VANISHING POINT EP","2013-06-17",3,"single",65
"Cam'ron","The Program","2017-11-10",15,"album",65
"Azizi Gibson","I'm Good on People EP","2017-11-10",7,"single",65
"Billy Ray Cyrus","Set the Record Straight","2017-11-10",16,"album",65
"Cardinals Pride","The Quiet Erosion","2017-11-10",10,"album",65
"Corey Paul","Untold Story: Trill Young King","2017-11-10",13,"album",65
"Danny Elfman","Justice League (Original Motion Picture Soundtrack)","2014-02-04",19,"album",65
"Dee-1","Slingshot David","2017-11-10",26,"album",65
"Derek Minor","High Above","2017-11-10",8,"album",65
"Downswing","Dark Side of the Mind","2018-10-11",10,"album",65
"Electric Wizard","Wizard Bloody Wizard","2017-11-17",6,"album",65
"Evanescence","Synthesis","2017-11-10",16,"album",65
"Father Mountain","Apartment Living","2017-11-10",10,"album",65
"Faze Miyake","evo","2013-07-02",8,"album",65
"Filthy Gears","Filthy Gears","2018-04-27",4,"single",65
"F.S. Blumm","Welcome","2017-05-12",10,"album",65
"Grandmixxer","SLSA","2017-11-10",3,"single",65
"Greta Van Fleet","From the Fires","2017-11-10",8,"album",65
"Gun Outfit","Out of Range","1994-03-01",12,"album",65
"HAVYN","Magenta EP","2018-07-14",5,"single",65
"Jidenna","Boomerang EP","2015-04-20",4,"single",65
"Kerser","Engraved In The Game","2017-11-10",15,"album",65
"Lionheart","Welcome To The West Coast II","2017-11-10",10,"album",65
"Loso Loaded","Bomb First","2018-07-06",1,"single",65
"Mads Langer","All The Time, Sometimes","2017-11-10",6,"single",65
"MOD SUN","BB","2018-07-12",10,"album",65
"Petit Biscuit","Presence","2017-11-10",14,"album",65
"Quicksand","Interiors","2017-11-10",12,"album",65
"Sampa the Great","Birds and the BEE9","2017-11-10",13,"album",65
"Seal","Standards","2017-12-12",1,"single",65
"Skooly","BAcCWArdFeELiNgS","2017-11-10",14,"album",65
"Sleigh Bells","Kid Kruschev","2017-11-10",7,"album",65
"Spinning Coin","Permo","2017-11-10",14,"album",65
"Speak The Truth… Even If Your Voice Shakes","Everyone You Love Will Slip Away From You","2017-11-10",10,"album",65
"Starcadian","Midnight Signals","2017-11-10",10,"album",65
"Taylor Swift","reputation","2017-11-10",15,"album",65
"Teen Daze","Themes For A New Earth","2017-11-10",9,"album",65
"Too $hort","Hella Disrespectful: Bay Area Mixtape","2017-11-10",22,"album",65
"Vitriol","Pain Will Define Their Death","2017-11-10",3,"single",65
"Void of Vision","Disturbia","2017-10-11",4,"single",65
"Walk The Moon","What If Nothing","2017-11-10",13,"album",65
"Wiz Khalifa","Laugh Now, Fly Later","2017-11-07",10,"album",65
"BandGang","The Appetizer","2005-01-01",10,"album",65
"VL Deck","The Appetizer","2005-01-01",10,"album",65
"WANNA ONE","1-1=0 (Nothing Without You)","2017-11-13",10,"album",65
"Weebay","Trap Till Fame","2018-01-10",13,"album",65
"blackbear","cybersex","2017-11-27",14,"album",65
"Go Yayo","Good Dope Vol. 1","2017-11-27",6,"single",65
"JUN.K","My 20's","2009-10-09",10,"album",65
"Lil Dude","Luciano 2.0","2017-11-24",13,"album",65
"Lil Freaky","DripSet","2018-06-15",1,"single",65
"Lil Duke","Uberman 2","2017-11-28",14,"album",65
"Gunna","Drip Or Drown","2017-11-30",7,"album",65
"J.R. Writer","I Really Rap","2017-11-30",12,"album",65
"Andy Grammer","The Good Parts","2017-12-01",13,"album",65
"Booba"," Trône","2017-12-01",15,"album",65
"Chief Keef","Dedication","2017-12-01",15,"album",65
"Chris Stapleton","From a Room, Volume 2","2017-12-01",9,"album",65
"Danielle Bradbery","I Don't Believe We've Met","2017-12-01",10,"album",65
"Deuce","Invincible","2001-10-29",16,"album",65
"DRAM","Big Baby DRAM (Deluxe)","2017-12-01",22,"album",65
"Eat Your Heart Out","Mind Games","2015-01-09",10,"album",65
"Euroz","Two Birds One Stone","2016-10-28",1,"single",65
"Five Finger Death Punch","A Decade of Destruction","2017-12-01",16,"album",65
"Glassjaw","Material Control","2017-12-01",12,"album",65
"Icarus The Owl","Rearm Circuits","2017-12-01",12,"album",65
"Lil Baby","Too Hard","2018-09-12",1,"single",65
"Miguel","War & Leisure","2017-12-01",12,"album",65
"Morbid Angel","Kingdoms Disdained","2017-12-01",11,"album",65
"Neil Young & Promise of the Real","The Visitor","2016-10-21",8,"album",65
"Nicholas Krgovich","In an Open Field","2017-12-01",12,"album",65
"Pitbull","Greatest Hits","1998-01-01",25,"compilation",65
"Qveen Herby","EP 2","2017-11-30",5,"single",65
"Roy Woods","Say Less","2017-12-01",16,"album",65
"Sheppard","Undercover EP","2015-04-06",4,"single",65
"The Faceless","In Becoming a Ghost","2017-12-01",10,"album",65
"U2","Songs of Experience","2017-12-01",17,"album",65
"Van Morrison","Versatile","2017-12-01",16,"album",65
"Wisin","Victory","2017-12-01",16,"album",65
"Z-Ro","Codeine","2017-12-01",15,"album",65
"Greaf","A New Misery","2002-05-22",9,"album",65
"Han Dong Geun","Broken People","2003-03-11",13,"album",65
"Lil Donald","Live Evil","2018-05-30",7,"album",65
"Eastside Jody","Get Rich Or Die Trappin","2018-09-13",10,"album",65
"Phor","Butterfly","2015-03-16",16,"album",65
"DAY6","MOONRISE","2017-12-06",13,"album",65
"Raveena","Shanti EP","2013-12-02",4,"single",65
"Supa Bwe","Finally Dead","2017-12-06",16,"album",65
"The Boyz","The First","2015-05-18",12,"album",65
"DPR LIVE","Her","2017-10-20",21,"album",65
"VEiiLA","Dive EP","2018-07-06",6,"single",65
"Anggun","8","2018-08-31",8,"album",65
"Big Sean & Metro Boomin","Double Or Nothing","2017-12-08",10,"album",65
"Cuban Doll","Aaliyah Keef","2017-12-08",14,"album",65
"Dua Lipa","Live Acoustic EP","2017-12-08",4,"single",65
"Feared","Svart","2017-12-08",9,"album",65
"G Perico","2 Tha Left","2017-12-08",15,"album",65
"Iron Savior","Reforged","2017-12-08",19,"album",65
"Jim James","Tribute To 2","2015-04-14",44,"album",65
"K. Michelle","KIMBERLY","2017-12-08",21,"album",65
"Kendrick Lamar","DAMN. Collectors Edition","2017-12-08",14,"album",65
"Kidz In the Hall","Free Nights & Weekends","2014-05-02",3,"single",65
"KXNG Crooked","Good vs. Evil II: The Red Empire","2017-12-08",14,"album",65
"Luke Bryan","What Makes You Country","2017-12-08",15,"album",65
"Molly Brazy","Big Brazy","2017-12-08",10,"album",65
"Moral Support","Nowheresville","2012-02-24",19,"album",65
"Mozzy & Yhung T.O.","Legendary Gangland","2017-12-08",6,"single",65
"Ohana Bam","Tree Up 2","2017-12-08",12,"album",65
"Pell","girasoul","2017-12-08",6,"single",65
"RetcH","Still Up","2016-08-05",11,"album",65
"Statik Selektah","8","2018-08-31",8,"album",65
"Story of the Year","Wolves","2017-10-25",1,"single",65
"Tee Grizzley & Lil Durk","Bloodas","2017-12-08",12,"album",65
"Walker Hayes","Boom","2017-12-08",10,"album",65
"War of Ages","Alpha","2011-03-04",24,"album",65
"Soldier Kidd","Killuminati","1996-11-05",12,"album",65
"A Night In Texas","Global Slaughter","2017-12-11",10,"album",65
"Jay Fizzle","The Color Purple","2004-02-10",25,"album",65
"Miracle of Sound","Level 8","2017-12-11",16,"album",65
"TAEMIN","MOVE-ing","2017-12-10",5,"single",65
"Car, The Garden","Apartment","2018-09-12",1,"single",65
"Chris King","Leonardo Di'trappio","2017-12-20",17,"album",65
"Harry Fraud"," The Coast","2013-01-18",13,"album",65
"Shy Glizzy","Quiet Storm","2017-12-12",18,"album",65
"TAEYEON","Winter Is Coming","2017-11-01",1,"single",65
"Chris Brown","Heartbreak On a Full Moon Deluxe Edition: Cuffing Season","2017-12-13",57,"album",65
"drip-133","fracture me","2017-12-13",9,"album",65
"Lil wintr","WINTRSZN","2017-12-30",9,"album",65
